year,donor_code,donor_name,category_code,category_name,value,iati_usd_mil,percent_difference
2015.0,978.0,OSCE,10.0,ODA,114.982264,,
2015.0,988.0,IFAD,10.0,ODA,549.591084,,
2015.0,988.0,IFAD,20.0,OOF,,687.0667838186338,
2015.0,988.0,IFAD,21.0,Non-export credit OOF,110.195125,,
2015.0,990.0,European Bank for Reconstruction and Development,50.0,Other flows,,126.76581205092799,
2015.0,990.0,European Bank for Reconstruction and Development [EBRD],21.0,Non-export credit OOF,5025.505066,,
2015.0,1011.0,Climate Investment Funds [CIF],10.0,ODA,412.720357,,
2015.0,1012.0,Adaptation Fund,10.0,ODA,43.485441,,
2015.0,1013.0,Council of Europe Development Bank [CEB],10.0,ODA,54.140875,,
2015.0,1013.0,Council of Europe Development Bank [CEB],21.0,Non-export credit OOF,251.717417,,
2015.0,1014.0,Private Infrastructure Development Group,36.0,Private Foreign Direct Investment,,158.5446715957,
2015.0,1016.0,Green Climate Fund [GCF],10.0,ODA,0.4123259999999999,,
2015.0,1311.0,Global Alliance for Vaccines and Immunization [GAVI],10.0,ODA,1725.18831,,
2015.0,1311.0,Global Alliance for Vaccines and Immunization,10.0,ODA,,1543.0452733799998,
2015.0,1312.0,Global Fund,10.0,ODA,3239.2016,,
2015.0,1312.0,Global Fund,10.0,ODA,,3330.35654319,
2015.0,1313.0,Global Green Growth Institute [GGGI],10.0,ODA,9.067134,,
2015.0,1601.0,Bill & Melinda Gates Foundation,30.0,Private Development Finance,3018.568947,,
2015.0,1605.0,MetLife Foundation,30.0,Private Development Finance,15.913274,,
2015.0,1608.0,IKEA Foundation,30.0,Private Development Finance,7.783642,,
2015.0,1610.0,MAVA Foundation,30.0,Private Development Finance,15.600851,,
2015.0,1612.0,H&M Foundation,30.0,Private Development Finance,14.125648,,
2015.0,1613.0,Laudes Foundation,30.0,Private Development Finance,18.569505,,
2015.0,1614.0,Charity Projects Ltd (Comic Relief),30.0,Private Development Finance,67.709042,,
2015.0,1616.0,Gatsby Charitable Foundation,30.0,Private Development Finance,19.588471,,
2015.0,1617.0,Conrad N. Hilton Foundation,30.0,Private Development Finance,44.632,,
2015.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,,96.275352,
2015.0,1625.0,Arcus Foundation,30.0,Private Development Finance,14.272251,,
2015.0,1637.0,Arcadia Fund,30.0,Private Development Finance,5.51,,
2016.0,1.0,Austria,10.0,ODA,992.556187,,
2016.0,1.0,Austria,21.0,Non-export credit OOF,252.752444,,
2016.0,2.0,Belgium,10.0,ODA,1472.699844,85.915913032,5.833905217144846
2016.0,2.0,Belgium,21.0,Non-export credit OOF,460.642893,,
2016.0,3.0,Denmark,10.0,ODA,1785.498369,2376.811679705712,133.11754975373555
2016.0,3.0,Denmark,21.0,Non-export credit OOF,52.763256,,
2016.0,4.0,France,10.0,ODA,7426.01067,1.0580937665999999,0.014248481635968346
2016.0,4.0,France,21.0,Non-export credit OOF,1039.681525,,
2016.0,5.0,Germany,10.0,ODA,21719.15818,6220.662794511132,28.641362353718687
2016.0,5.0,Germany,21.0,Non-export credit OOF,825.007882,,
2016.0,6.0,Italy,10.0,ODA,2490.725706,317.59810778427,12.751227765433837
2016.0,6.0,Italy,21.0,Non-export credit OOF,50.702247,,
2016.0,7.0,Netherlands,10.0,ODA,3336.627844,3276.7918554496,98.20669276443286
2016.0,7.0,Netherlands,30.0,Private Development Finance,,100.94626842158,
2016.0,8.0,Norway,10.0,ODA,3473.954796,671.2768012658228,19.32312999693456
2016.0,8.0,Norway,21.0,Non-export credit OOF,187.026414,,
2016.0,9.0,Portugal,10.0,ODA,174.040481,,
2016.0,9.0,Portugal,21.0,Non-export credit OOF,1.99049,,
2016.0,10.0,Sweden,10.0,ODA,3570.586104,,
2016.0,10.0,Sweden,21.0,Non-export credit OOF,71.13836500000001,,
2016.0,11.0,Switzerland,10.0,ODA,2853.978258,,
2016.0,11.0,Switzerland,21.0,Non-export credit OOF,16.959242,,
2016.0,12.0,United Kingdom,10.0,ODA,11668.653137,9970.605534276045,85.44778405196026
2016.0,12.0,United Kingdom,21.0,Non-export credit OOF,1089.316982,,
2016.0,18.0,Finland,10.0,ODA,638.792995,1012.426055049981,158.49047547084967
2016.0,18.0,Finland,21.0,Non-export credit OOF,64.461162,,
2016.0,20.0,Iceland,10.0,ODA,47.683533,,
2016.0,21.0,Ireland,10.0,ODA,427.006169,766.566891108039,179.52126848735037
2016.0,22.0,Luxembourg,10.0,ODA,275.807023,,
2016.0,40.0,Greece,10.0,ODA,159.149784,,
2016.0,45.0,Malta,10.0,ODA,10.619219,,
2016.0,50.0,Spain,10.0,ODA,2855.512537,39.610346976538004,1.387153670778578
2016.0,50.0,Spain,21.0,Non-export credit OOF,18.702092,,
2016.0,55.0,Türkiye,10.0,ODA,6687.529,,
2016.0,61.0,Slovenia,10.0,ODA,27.875515,0.031686,0.11366964879393258
2016.0,62.0,Croatia,10.0,ODA,3.47,,
2016.0,68.0,Czechia,10.0,ODA,71.384727,,
2016.0,69.0,Slovak Republic,10.0,ODA,25.732397,99.3221614054,385.98099277498324
2016.0,70.0,Liechtenstein,10.0,ODA,18.86,,
2016.0,72.0,Bulgaria,10.0,ODA,12.21,,
2016.0,75.0,Hungary,10.0,ODA,54.783164,,
2016.0,76.0,Poland,10.0,ODA,174.523233,,
2016.0,77.0,Romania,10.0,ODA,43.093445,,
2016.0,77.0,Romania,21.0,Non-export credit OOF,66.374677,,
2016.0,82.0,Estonia,10.0,ODA,18.598082,,
2016.0,83.0,Latvia,10.0,ODA,3.390335,,
2016.0,84.0,Lithuania,10.0,ODA,13.876555,,
2016.0,84.0,Lithuania,21.0,Non-export credit OOF,0.181172,,
2016.0,104.0,Nordic Development Fund [NDF],10.0,ODA,39.242166,,
2016.0,301.0,Canada,10.0,ODA,2703.958069,833.8567741229939,30.838376662822203
2016.0,301.0,Canada,20.0,OOF,,2.075366851299532,
2016.0,301.0,Canada,21.0,Non-export credit OOF,69.639354,,
2016.0,301.0,Canada,50.0,Other flows,,0.016717795767646638,
2016.0,302.0,United States,10.0,ODA,29257.921049,22818.604035,77.99120107264051
2016.0,302.0,United States,21.0,Non-export credit OOF,431.795992,,
2016.0,302.0,United States,50.0,Other flows,,5153.40803,
2016.0,546.0,Israel,10.0,ODA,255.702675,,
2016.0,552.0,Kuwait,10.0,ODA,1354.113203,,
2016.0,566.0,Saudi Arabia,10.0,ODA,1371.46258,71.866737,5.240152961373544
2016.0,566.0,Saudi Arabia,21.0,Non-export credit OOF,7.70108,,
2016.0,576.0,United Arab Emirates,10.0,ODA,4420.3966,598.1932425699999,13.53256951129679
2016.0,576.0,United Arab Emirates,21.0,Non-export credit OOF,834.09973,,
2016.0,611.0,Azerbaijan,10.0,ODA,4.140312,,
2016.0,613.0,Kazakhstan,10.0,ODA,19.835684,,
2016.0,701.0,Japan,10.0,ODA,13439.451531,,
2016.0,732.0,Chinese Taipei,10.0,ODA,306.009,,
2016.0,742.0,Korea,10.0,ODA,1622.447786,,
2016.0,742.0,Korea,21.0,Non-export credit OOF,8964.473384,,
2016.0,764.0,Thailand,10.0,ODA,69.72735,,
2016.0,801.0,Australia,10.0,ODA,2293.659972,2486.510854980601,108.40799793059304
2016.0,801.0,Australia,21.0,Non-export credit OOF,385.467772,,
2016.0,807.0,UNEP,10.0,ODA,79.252269,,
2016.0,811.0,Global Environment Facility [GEF],10.0,ODA,850.776517,,
2016.0,820.0,New Zealand,10.0,ODA,362.0864,252.00511669715027,69.59806187063371
2016.0,901.0,International Bank for Reconstruction and Development,50.0,Other flows,,2456.892979913834,
2016.0,901.0,International Bank for Reconstruction and Development [IBRD],21.0,Non-export credit OOF,17709.603592,,
2016.0,905.0,International Development Association,10.0,ODA,,11770.745053,
2016.0,905.0,International Development Association,20.0,OOF,,16872.046396,
2016.0,905.0,International Development Association [IDA],10.0,ODA,12254.064811,,
2016.0,906.0,Caribbean Development Bank [CarDB],10.0,ODA,33.7815,,
2016.0,906.0,Caribbean Development Bank [CarDB],21.0,Non-export credit OOF,88.22735,,
2016.0,909.0,Inter-American Development Bank,20.0,OOF,,9438.596164,
2016.0,909.0,Inter-American Development Bank [IDB],10.0,ODA,1673.08172,,
2016.0,909.0,Inter-American Development Bank [IDB],21.0,Non-export credit OOF,7768.03715,,
2016.0,913.0,African Development Bank,10.0,ODA,,5191.268426436891,
2016.0,913.0,African Development Bank,21.0,Non-export credit OOF,,2.9917586796796174,
2016.0,913.0,African Development Bank [AfDB],10.0,ODA,160.37526,,
2016.0,913.0,African Development Bank [AfDB],21.0,Non-export credit OOF,4508.9895400000005,,
2016.0,914.0,African Development Fund,10.0,ODA,,5191.268426436891,
2016.0,914.0,African Development Fund,21.0,Non-export credit OOF,,2.9917586796796174,
2016.0,914.0,African Development Fund [AfDF],10.0,ODA,2131.81598,,
2016.0,915.0,Asian Development Bank,10.0,ODA,,2450.3832432,
2016.0,915.0,Asian Development Bank,21.0,Non-export credit OOF,,8286.30128045,
2016.0,915.0,Asian Development Bank [AsDB],10.0,ODA,2742.794016,,
2016.0,915.0,Asian Development Bank [AsDB],21.0,Non-export credit OOF,10032.293134,,
2016.0,918.0,EU Institutions,10.0,ODA,18627.544468,1085.5278791046842,5.827541472089879
2016.0,918.0,EU Institutions,21.0,Non-export credit OOF,1685.989295,,
2016.0,918.0,EU Institutions,50.0,Other flows,,0.56416268156,
2016.0,921.0,Arab Fund (AFESD),10.0,ODA,559.046235,,
2016.0,923.0,UN Peacebuilding Fund [UNPBF],10.0,ODA,54.046671,,
2016.0,928.0,World Health Organisation [WHO],10.0,ODA,534.4956,,
2016.0,932.0,Food and Agriculture Organisation,10.0,ODA,,1218.52411553,
2016.0,940.0,International Labour Organisation [ILO],10.0,ODA,239.63412,,
2016.0,944.0,International Atomic Energy Agency [IAEA],10.0,ODA,71.546049,,
2016.0,948.0,UNECE,10.0,ODA,13.9718,,
2016.0,951.0,OPEC Fund for International Development [OPEC Fund],10.0,ODA,472.41005,,
2016.0,951.0,OPEC Fund for International Development [OPEC Fund],21.0,Non-export credit OOF,365.090064,,
2016.0,958.0,IMF Concessional Trust Funds,10.0,ODA,940.6795,,
2016.0,959.0,UNDP,10.0,ODA,383.552938,1338.943314,349.08957313214484
2016.0,963.0,UNICEF,10.0,ODA,1444.791066,5061.620087,350.3357825303718
2016.0,964.0,UNRWA,10.0,ODA,716.534039,,
2016.0,966.0,WFP,10.0,ODA,307.692038,,
2016.0,967.0,UNHCR,10.0,ODA,503.113815,3967.0956543800003,788.5085911186916
2016.0,971.0,UNAIDS,10.0,ODA,185.478783,,
2016.0,974.0,UNFPA,10.0,ODA,257.992583,,
2016.0,976.0,Islamic Development Bank [IsDB],10.0,ODA,347.54827,,
2016.0,976.0,Islamic Development Bank [IsDB],21.0,Non-export credit OOF,1627.61487,,
2016.0,976.0,Islamic Development Bank,10.0,ODA,,200.34106222999998,
2016.0,976.0,Islamic Development Bank,21.0,Non-export credit OOF,,1768.48544391,
2016.0,978.0,OSCE,10.0,ODA,112.443559,,
2016.0,988.0,IFAD,10.0,ODA,598.979446,,
2016.0,988.0,IFAD,20.0,OOF,,740.8689672777708,
2016.0,988.0,IFAD,21.0,Non-export credit OOF,108.757133,,
2016.0,990.0,European Bank for Reconstruction and Development,50.0,Other flows,,2456.892979913834,
2016.0,990.0,European Bank for Reconstruction and Development [EBRD],21.0,Non-export credit OOF,5799.054512,,
2016.0,1011.0,Climate Investment Funds [CIF],10.0,ODA,51.3154,,
2016.0,1011.0,Climate Investment Funds [CIF],21.0,Non-export credit OOF,10.07088,,
2016.0,1012.0,Adaptation Fund,10.0,ODA,39.501287,,
2016.0,1013.0,Council of Europe Development Bank [CEB],10.0,ODA,100.016552,,
2016.0,1013.0,Council of Europe Development Bank [CEB],21.0,Non-export credit OOF,234.454046,,
2016.0,1014.0,Private Infrastructure Development Group,36.0,Private Foreign Direct Investment,,231.1456805179,
2016.0,1016.0,Green Climate Fund [GCF],10.0,ODA,3.020374,,
2016.0,1016.0,Green Climate Fund [GCF],21.0,Non-export credit OOF,5.493913,,
2016.0,1023.0,World Tourism Organisation [UNWTO],10.0,ODA,13.001312,,
2016.0,1024.0,Asian Infrastructure Investment Bank [AIIB],21.0,Non-export credit OOF,9.695424,,
2016.0,1025.0,Center of Excellence in Finance [CEF],10.0,ODA,0.8846620000000001,,
2016.0,1311.0,Global Alliance for Vaccines and Immunization [GAVI],10.0,ODA,1338.83949,,
2016.0,1311.0,Global Alliance for Vaccines and Immunization,10.0,ODA,,1268.1660326800002,
2016.0,1312.0,Global Fund,10.0,ODA,3598.36119,,
2016.0,1312.0,Global Fund,10.0,ODA,,3700.06782623,
2016.0,1313.0,Global Green Growth Institute [GGGI],10.0,ODA,23.953772,,
2016.0,1601.0,Bill & Melinda Gates Foundation,30.0,Private Development Finance,3204.245294,,
2016.0,1602.0,Dutch Postcode Lottery,30.0,Private Development Finance,221.236319,,
2016.0,1603.0,Swedish Postcode Lottery,30.0,Private Development Finance,65.330446,,
2016.0,1604.0,People's Postcode Lottery,30.0,Private Development Finance,21.444497,,
2016.0,1605.0,MetLife Foundation,30.0,Private Development Finance,17.736106,,
2016.0,1608.0,IKEA Foundation,30.0,Private Development Finance,39.43393,,
2016.0,1610.0,MAVA Foundation,30.0,Private Development Finance,13.328509,,
2016.0,1612.0,H&M Foundation,30.0,Private Development Finance,14.319811,,
2016.0,1613.0,Laudes Foundation,30.0,Private Development Finance,29.420336,,
2016.0,1614.0,Charity Projects Ltd (Comic Relief),30.0,Private Development Finance,45.436824,,
2016.0,1616.0,Gatsby Charitable Foundation,30.0,Private Development Finance,8.268118,,
2016.0,1617.0,Conrad N. Hilton Foundation,30.0,Private Development Finance,44.19,,
2016.0,1621.0,Michael & Susan Dell Foundation,30.0,Private Development Finance,23.892721,,
2016.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,,92.041251,
2016.0,1625.0,Arcus Foundation,30.0,Private Development Finance,15.856511,,
2016.0,1630.0,World Diabetes Foundation,30.0,Private Development Finance,13.409294,,
2016.0,1636.0,Jacobs Foundation,30.0,Private Development Finance,10.663203,,
2016.0,1637.0,Arcadia Fund,30.0,Private Development Finance,18.49833,,
2016.0,1638.0,Margaret A. Cargill Foundation,30.0,Private Development Finance,51.362294,,
2016.0,1643.0,Open Society Foundations,30.0,Private Development Finance,203.943393,,
2017.0,1.0,Austria,10.0,ODA,604.624919,,
2017.0,1.0,Austria,21.0,Non-export credit OOF,178.071699,,
2017.0,2.0,Belgium,10.0,ODA,1332.852312,210.1114862108,15.76404859856671
2017.0,2.0,Belgium,21.0,Non-export credit OOF,143.82749099999998,,
2017.0,3.0,Denmark,10.0,ODA,1796.083174,2388.3265155499853,132.97416011258647
2017.0,3.0,Denmark,21.0,Non-export credit OOF,51.787849,,
2017.0,3.0,Denmark,30.0,Private Development Finance,298.387839,,
2017.0,4.0,France,10.0,ODA,8645.871705,,
2017.0,4.0,France,21.0,Non-export credit OOF,969.709143,,
2017.0,5.0,Germany,10.0,ODA,22650.223221,6575.67771732439,29.031403589999922
2017.0,5.0,Germany,21.0,Non-export credit OOF,974.928304,,
2017.0,6.0,Italy,10.0,ODA,3207.91068,440.383364152352,13.728043205752599
2017.0,6.0,Italy,21.0,Non-export credit OOF,110.701003,,
2017.0,7.0,Netherlands,10.0,ODA,3638.658823,3206.1763555784,88.11423415990876
2017.0,7.0,Netherlands,30.0,Private Development Finance,,85.120013870546,
2017.0,8.0,Norway,10.0,ODA,3151.811232,1149.711245840868,36.47779518544682
2017.0,8.0,Norway,21.0,Non-export credit OOF,159.883642,,
2017.0,9.0,Portugal,10.0,ODA,166.353908,,
2017.0,9.0,Portugal,21.0,Non-export credit OOF,1.63454,,
2017.0,10.0,Sweden,10.0,ODA,3901.13836,,
2017.0,10.0,Sweden,21.0,Non-export credit OOF,53.85233,,
2017.0,11.0,Switzerland,10.0,ODA,2376.220271,1700.1781362941142,71.54968573593631
2017.0,11.0,Switzerland,21.0,Non-export credit OOF,132.277884,,
2017.0,12.0,United Kingdom,10.0,ODA,11451.074891,11739.522027560228,102.51895249403123
2017.0,18.0,Finland,10.0,ODA,608.387309,615.1665862788896,101.11430287558638
2017.0,18.0,Finland,21.0,Non-export credit OOF,90.586179,,
2017.0,20.0,Iceland,10.0,ODA,54.14256,,
2017.0,21.0,Ireland,10.0,ODA,492.63373,785.0552210145689,159.35880415954645
2017.0,22.0,Luxembourg,10.0,ODA,306.451145,,
2017.0,40.0,Greece,10.0,ODA,84.671536,,
2017.0,45.0,Malta,10.0,ODA,15.102598,,
2017.0,50.0,Spain,10.0,ODA,1086.220515,51.989390543132,4.786264835288256
2017.0,50.0,Spain,21.0,Non-export credit OOF,67.686312,,
2017.0,55.0,Türkiye,10.0,ODA,8400.444406999999,,
2017.0,61.0,Slovenia,10.0,ODA,24.923088,0.100339,0.40259457415549793
2017.0,62.0,Croatia,10.0,ODA,14.09407,,
2017.0,68.0,Czechia,10.0,ODA,80.543796,,
2017.0,69.0,Slovak Republic,10.0,ODA,35.440881,114.58008469640001,323.2991998601841
2017.0,70.0,Liechtenstein,10.0,ODA,16.5,,
2017.0,72.0,Bulgaria,10.0,ODA,9.88,,
2017.0,75.0,Hungary,10.0,ODA,39.382823,,
2017.0,76.0,Poland,10.0,ODA,248.207836,,
2017.0,76.0,Poland,21.0,Non-export credit OOF,0.123092,,
2017.0,77.0,Romania,10.0,ODA,38.934621,,
2017.0,82.0,Estonia,10.0,ODA,20.343802,,
2017.0,82.0,Estonia,21.0,Non-export credit OOF,0.067636,,
2017.0,83.0,Latvia,10.0,ODA,4.526073,,
2017.0,84.0,Lithuania,10.0,ODA,15.263757,,
2017.0,104.0,Nordic Development Fund [NDF],10.0,ODA,42.736507,,
2017.0,301.0,Canada,10.0,ODA,3173.471769,1055.427860026985,33.257830440998795
2017.0,301.0,Canada,20.0,OOF,,11.553885449510016,
2017.0,301.0,Canada,21.0,Non-export credit OOF,78.576381,,
2017.0,302.0,United States,10.0,ODA,30723.29473,22781.146498,74.14942537316863
2017.0,302.0,United States,21.0,Non-export credit OOF,691.19055,,
2017.0,302.0,United States,50.0,Other flows,,6108.768898,
2017.0,546.0,Israel,10.0,ODA,388.132577,,
2017.0,552.0,Kuwait,10.0,ODA,848.529687,,
2017.0,552.0,Kuwait,21.0,Non-export credit OOF,0.394198,,
2017.0,566.0,Saudi Arabia,10.0,ODA,1786.77672,284.188441,15.905089752904326
2017.0,566.0,Saudi Arabia,21.0,Non-export credit OOF,8.32089,,
2017.0,566.0,Saudi Arabia,50.0,Other flows,,0.25,
2017.0,576.0,United Arab Emirates,10.0,ODA,4303.118,728.72139122,16.9347294501336
2017.0,611.0,Azerbaijan,10.0,ODA,5.35372,,
2017.0,613.0,Kazakhstan,10.0,ODA,23.524251,,
2017.0,701.0,Japan,10.0,ODA,15079.037822,,
2017.0,732.0,Chinese Taipei,10.0,ODA,300.627,,
2017.0,742.0,Korea,10.0,ODA,1702.248748,,
2017.0,742.0,Korea,21.0,Non-export credit OOF,6565.730431,,
2017.0,764.0,Thailand,10.0,ODA,60.343892,,
2017.0,801.0,Australia,10.0,ODA,2441.336303,2377.5743213544006,97.38823440395137
2017.0,801.0,Australia,21.0,Non-export credit OOF,195.638682,,
2017.0,811.0,Global Environment Facility [GEF],10.0,ODA,445.185988,,
2017.0,820.0,New Zealand,10.0,ODA,373.109287,252.4189398135583,67.65281610735096
2017.0,901.0,International Bank for Reconstruction and Development,50.0,Other flows,,1881.5457896527842,
2017.0,901.0,International Bank for Reconstruction and Development [IBRD],21.0,Non-export credit OOF,16152.857031,,
2017.0,905.0,International Development Association,10.0,ODA,,13424.004562,
2017.0,905.0,International Development Association,20.0,OOF,,14266.563678,
2017.0,905.0,International Development Association [IDA],10.0,ODA,14050.01322,,
2017.0,906.0,Caribbean Development Bank [CarDB],10.0,ODA,30.01498,,
2017.0,906.0,Caribbean Development Bank [CarDB],21.0,Non-export credit OOF,78.27557,,
2017.0,909.0,Inter-American Development Bank,20.0,OOF,,9484.573581,
2017.0,909.0,Inter-American Development Bank [IDB],10.0,ODA,1349.543814,,
2017.0,909.0,Inter-American Development Bank [IDB],21.0,Non-export credit OOF,7556.663879,,
2017.0,913.0,African Development Bank,10.0,ODA,,5680.961582734191,
2017.0,913.0,African Development Bank,21.0,Non-export credit OOF,,3.887815127817019,
2017.0,913.0,African Development Bank [AfDB],10.0,ODA,119.85349,,
2017.0,913.0,African Development Bank [AfDB],21.0,Non-export credit OOF,5190.53863,,
2017.0,914.0,African Development Fund,10.0,ODA,,5680.961582734191,
2017.0,914.0,African Development Fund,21.0,Non-export credit OOF,,3.887815127817019,
2017.0,914.0,African Development Fund [AfDF],10.0,ODA,2561.08072,,
2017.0,915.0,Asian Development Bank,10.0,ODA,,2000.8716673499998,
2017.0,915.0,Asian Development Bank,21.0,Non-export credit OOF,,7701.20771942,
2017.0,915.0,Asian Development Bank [AsDB],10.0,ODA,2557.230559,,
2017.0,915.0,Asian Development Bank [AsDB],21.0,Non-export credit OOF,9187.832832,,
2017.0,918.0,EU Institutions,10.0,ODA,18706.086281,2021.179411738024,10.804929376333309
2017.0,918.0,EU Institutions,21.0,Non-export credit OOF,1357.560622,,
2017.0,918.0,EU Institutions,50.0,Other flows,,43.07973135905001,
2017.0,921.0,Arab Fund (AFESD),10.0,ODA,768.926985,,
2017.0,923.0,UN Peacebuilding Fund [UNPBF],10.0,ODA,58.369445,,
2017.0,928.0,World Health Organisation,10.0,ODA,,45.02987489,
2017.0,928.0,World Health Organisation [WHO],10.0,ODA,533.41836,,
2017.0,932.0,Food and Agriculture Organisation,10.0,ODA,,425.63410614,
2017.0,932.0,Food and Agriculture Organisation [FAO],10.0,ODA,447.541741,,
2017.0,940.0,International Labour Organisation [ILO],10.0,ODA,269.63566000000003,,
2017.0,944.0,International Atomic Energy Agency [IAEA],10.0,ODA,76.394824,,
2017.0,948.0,UNECE,10.0,ODA,14.34293,,
2017.0,951.0,OPEC Fund for International Development [OPEC Fund],10.0,ODA,508.53225,,
2017.0,951.0,OPEC Fund for International Development [OPEC Fund],21.0,Non-export credit OOF,583.14366,,
2017.0,958.0,IMF Concessional Trust Funds,10.0,ODA,1211.394619,,
2017.0,959.0,UNDP,10.0,ODA,351.850342,1890.146676,537.2018868181176
2017.0,963.0,UNICEF,10.0,ODA,1524.41133,5377.327514,352.7478055414348
2017.0,964.0,UNRWA,10.0,ODA,892.903839,,
2017.0,966.0,WFP,10.0,ODA,286.00275,,
2017.0,967.0,UNHCR,10.0,ODA,521.56546,4083.35190093,782.9030513121018
2017.0,971.0,UNAIDS,10.0,ODA,165.218,59.071793,35.753848248980134
2017.0,974.0,UNFPA,10.0,ODA,215.099165,,
2017.0,976.0,Islamic Development Bank [IsDB],10.0,ODA,338.98188,,
2017.0,976.0,Islamic Development Bank [IsDB],21.0,Non-export credit OOF,1957.66391,,
2017.0,976.0,Islamic Development Bank,10.0,ODA,,171.64047559,
2017.0,976.0,Islamic Development Bank,21.0,Non-export credit OOF,,2051.24431659,
2017.0,978.0,OSCE,10.0,ODA,108.921216,,
2017.0,988.0,IFAD,10.0,ODA,684.464223,,
2017.0,988.0,IFAD,20.0,OOF,,861.1112168044191,
2017.0,988.0,IFAD,21.0,Non-export credit OOF,131.876603,,
2017.0,990.0,European Bank for Reconstruction and Development,50.0,Other flows,,1881.5457896527842,
2017.0,990.0,European Bank for Reconstruction and Development [EBRD],21.0,Non-export credit OOF,4373.501181,,
2017.0,1011.0,Climate Investment Funds [CIF],10.0,ODA,345.066767,,
2017.0,1012.0,Adaptation Fund,10.0,ODA,30.850441,,
2017.0,1013.0,Council of Europe Development Bank [CEB],10.0,ODA,89.64586,,
2017.0,1013.0,Council of Europe Development Bank [CEB],21.0,Non-export credit OOF,204.708778,,
2017.0,1014.0,Private Infrastructure Development Group,36.0,Private Foreign Direct Investment,,222.7383607244,
2017.0,1015.0,Development Bank of Latin America [CAF],21.0,Non-export credit OOF,9057.0,,
2017.0,1016.0,Green Climate Fund [GCF],10.0,ODA,63.445264,,
2017.0,1016.0,Green Climate Fund [GCF],21.0,Non-export credit OOF,87.95168199999999,,
2017.0,1019.0,IDB Invest,21.0,Non-export credit OOF,2010.756584,,
2017.0,1020.0,Central Emergency Response Fund [CERF],10.0,ODA,418.20868,,
2017.0,1023.0,World Tourism Organisation [UNWTO],10.0,ODA,12.698455,,
2017.0,1024.0,Asian Infrastructure Investment Bank [AIIB],21.0,Non-export credit OOF,715.16205,,
2017.0,1025.0,Center of Excellence in Finance [CEF],10.0,ODA,0.901815,,
2017.0,1050.0,WHO-Strategic Preparedness and Response Plan,10.0,ODA,,45.02987489,
2017.0,1311.0,Global Alliance for Vaccines and Immunization [GAVI],10.0,ODA,1679.15314,,
2017.0,1311.0,Global Alliance for Vaccines and Immunization,10.0,ODA,,1332.46104277,
2017.0,1312.0,Global Fund,10.0,ODA,4251.592904,,
2017.0,1312.0,Global Fund,10.0,ODA,,4397.20074387,
2017.0,1313.0,Global Green Growth Institute [GGGI],10.0,ODA,20.633213,,
2017.0,1313.0,Global Green Growth Institute,10.0,ODA,,23.194634739999998,
2017.0,1601.0,Bill & Melinda Gates Foundation,30.0,Private Development Finance,3386.025978,,
2017.0,1602.0,Dutch Postcode Lottery,30.0,Private Development Finance,244.341105,,
2017.0,1603.0,Swedish Postcode Lottery,30.0,Private Development Finance,70.258574,,
2017.0,1604.0,People's Postcode Lottery,30.0,Private Development Finance,37.855783,,
2017.0,1605.0,MetLife Foundation,30.0,Private Development Finance,16.61796,,
2017.0,1606.0,Mastercard Foundation,30.0,Private Development Finance,288.54295,,
2017.0,1608.0,IKEA Foundation,30.0,Private Development Finance,88.792097,,
2017.0,1609.0,Van Leer Foundation,30.0,Private Development Finance,14.203587,,
2017.0,1610.0,MAVA Foundation,30.0,Private Development Finance,70.520894,,
2017.0,1611.0,Oak Foundation,30.0,Private Development Finance,111.198688,,
2017.0,1612.0,H&M Foundation,30.0,Private Development Finance,17.740697,,
2017.0,1613.0,Laudes Foundation,30.0,Private Development Finance,29.692257,,
2017.0,1614.0,Charity Projects Ltd (Comic Relief),30.0,Private Development Finance,49.893217,,
2017.0,1615.0,Children's Investment Fund Foundation,30.0,Private Development Finance,207.111682,,
2017.0,1616.0,Gatsby Charitable Foundation,30.0,Private Development Finance,12.11177,,
2017.0,1617.0,Conrad N. Hilton Foundation,30.0,Private Development Finance,50.5825,,
2017.0,1618.0,David and Lucile Packard Foundation,30.0,Private Development Finance,118.626996,,
2017.0,1619.0,John D. and Catherine T. MacArthur Foundation,30.0,Private Development Finance,80.304199,,
2017.0,1620.0,Carnegie Corporation of New York,30.0,Private Development Finance,24.1602,,
2017.0,1621.0,Michael & Susan Dell Foundation,30.0,Private Development Finance,31.258364,,
2017.0,1622.0,"Omidyar Network Fund, Inc.",30.0,Private Development Finance,57.107902,,
2017.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,185.15972,,
2017.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,,108.028307,
2017.0,1625.0,Arcus Foundation,30.0,Private Development Finance,15.439617,,
2017.0,1626.0,Gordon and Betty Moore Foundation,30.0,Private Development Finance,49.552984,,
2017.0,1627.0,Ford Foundation,30.0,Private Development Finance,244.348737,,
2017.0,1628.0,Wellcome Trust,30.0,Private Development Finance,254.252388,,
2017.0,1630.0,World Diabetes Foundation,30.0,Private Development Finance,14.666245,,
2017.0,1632.0,Citi Foundation,30.0,Private Development Finance,24.879,,
2017.0,1636.0,Jacobs Foundation,30.0,Private Development Finance,20.43276,,
2017.0,1637.0,Arcadia Fund,30.0,Private Development Finance,45.648178,,
